CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
2,0,UpVotes,597,0,43,1226,44,43697,4110
0,2,UpVotes,613,4,125,313,66,10067,4164
7,56,UpVotes,19585,15,155,1914,6948,25941,4253
2,56,UpVotes,19585,11,155,568,6948,40739,4253
0,56,UpVotes,19585,3,155,93,6948,58580,4253
0,56,UpVotes,19585,6,155,96,6948,88937,4253
1,6,UpVotes,6461,3,186,153,434,10918,4257
2,6,UpVotes,6461,4,186,160,434,12309,4257
0,6,UpVotes,6461,6,186,142,434,15786,4257
4,6,UpVotes,6461,3,186,103,434,57219,4257
0,2,UpVotes,246,3,1586,600,31,9961,4319
1,2,UpVotes,246,2,1586,579,31,10900,4319
6,2,UpVotes,246,2,1586,357,31,10982,4319
6,2,UpVotes,246,4,1586,3341,31,11088,4319
0,2,UpVotes,246,0,1586,625,31,11105,4319
9,2,UpVotes,246,3,1586,255,31,12193,4319
0,2,UpVotes,246,1,1586,1610,31,20424,4319
3,2,UpVotes,246,0,1586,484,31,20744,4319
5,2,UpVotes,246,11,1586,1625,31,24878,4319
0,2,UpVotes,699,6,75,628,60,10423,4337
2,2,UpVotes,699,3,75,621,60,10867,4337
4,2,UpVotes,699,3,75,2348,60,12919,4337
0,2,UpVotes,699,7,75,386,60,17766,4337
4,2,UpVotes,699,3,75,569,60,19134,4337
0,2,UpVotes,699,3,75,178,60,19779,4337
4,2,UpVotes,699,15,75,15181,60,24720,4337
1,2,UpVotes,699,11,75,1355,60,25387,4337
0,2,UpVotes,699,10,75,1153,60,35634,4337
2,2,UpVotes,699,7,75,893,60,37619,4337
2,2,UpVotes,699,0,75,40,60,40827,4337
0,2,UpVotes,699,1,75,126,60,44034,4337
0,2,UpVotes,699,2,75,157,60,54735,4337
4,3,UpVotes,8164,12,194,489,611,12360,4376
2,3,UpVotes,8164,3,194,82,611,14345,4376
0,3,UpVotes,8164,6,194,150,611,17616,4376
6,3,UpVotes,8164,3,194,43,611,112761,4376
7,1,UpVotes,1912,2,126,2020,336,10220,4426
5,1,UpVotes,1912,1,126,124,336,17339,4426
3,1,UpVotes,1912,28,126,8203,336,17537,4426
4,1,UpVotes,1912,26,126,1621,336,17595,4426
0,1,UpVotes,1912,8,126,701,336,18016,4426
3,1,UpVotes,1912,46,126,20989,336,18058,4426
6,1,UpVotes,1912,22,126,20151,336,18844,4426
0,1,UpVotes,1912,2,126,91,336,19246,4426
0,1,UpVotes,1912,1,126,372,336,20656,4426
3,1,UpVotes,1912,64,126,10871,336,23117,4426
1,1,UpVotes,1912,2,126,381,336,27274,4426
3,1,UpVotes,1912,0,126,302,336,30331,4426
3,1,UpVotes,1912,11,126,6538,336,31326,4426
6,1,UpVotes,1912,31,126,3893,336,31598,4426
3,1,UpVotes,1912,32,126,3925,336,35971,4426
1,1,UpVotes,1912,6,126,274,336,44001,4426
6,1,UpVotes,1912,3,126,927,336,46872,4426
2,1,UpVotes,1912,3,126,160,336,60484,4426
4,1,UpVotes,1912,0,126,53,336,60990,4426
1,1,UpVotes,1912,4,126,117,336,73733,4426
0,1,UpVotes,1912,1,126,125,336,73882,4426
4,1,UpVotes,1912,1,126,52,336,76845,4426
0,1,UpVotes,1912,2,126,35,336,90515,4426
6,1,UpVotes,1912,1,126,36,336,96683,4426
3,1,UpVotes,1912,17,126,1870,336,100041,4426
2,1,UpVotes,1912,13,126,1197,336,100267,4426
6,3,UpVotes,1376,4,449,571,169,10359,4479
3,3,UpVotes,1376,1,449,51,169,103879,4479
3,17,UpVotes,881,4,492,834,61,12498,4485
0,17,UpVotes,881,3,492,206,61,58664,4485
7,17,UpVotes,881,0,492,185,61,67871,4485
0,1,UpVotes,275,3,66,1506,16,10519,4521
0,1,UpVotes,275,6,66,498,16,10526,4521
7,1,UpVotes,275,2,66,378,16,24338,4521
3,1,UpVotes,275,2,66,2228,16,25371,4521
1,1,UpVotes,275,14,66,1342,16,25817,4521
0,1,UpVotes,275,0,66,98,16,57642,4521
1,1,UpVotes,275,0,66,42,16,88192,4521
2,1,UpVotes,275,5,66,314,16,89945,4521
2,0,UpVotes,724,4,72,10357,64,10905,4559
4,0,UpVotes,724,5,72,2356,64,11233,4559
7,0,UpVotes,724,0,72,2545,64,12769,4559
4,0,UpVotes,724,-1,72,123,64,12878,4559
0,0,UpVotes,724,3,72,113,64,15934,4559
3,0,UpVotes,724,2,72,2194,64,15950,4559
2,0,UpVotes,724,2,72,331,64,16855,4559
5,0,UpVotes,724,1,72,294,64,18566,4559
0,0,UpVotes,724,9,72,2661,64,20217,4559
2,0,UpVotes,724,7,72,3325,64,20701,4559
0,0,UpVotes,724,17,72,3933,64,21023,4559
4,0,UpVotes,724,1,72,248,64,21415,4559
0,0,UpVotes,724,2,72,432,64,21525,4559
2,0,UpVotes,724,3,72,202,64,21911,4559
1,0,UpVotes,724,4,72,1000,64,23054,4559
3,0,UpVotes,724,4,72,642,64,24257,4559
5,0,UpVotes,724,11,72,392,64,26048,4559
0,0,UpVotes,724,7,72,1133,64,26606,4559
2,0,UpVotes,724,0,72,227,64,26880,4559
1,0,UpVotes,724,2,72,136,64,31727,4559
0,0,UpVotes,724,2,72,67,64,76506,4559
4,11,UpVotes,8814,5,314,255,516,20581,4598
0,11,UpVotes,8814,2,314,366,516,35395,4598
0,11,UpVotes,8814,2,314,130,516,43400,4598
3,11,UpVotes,8814,9,314,192,516,49536,4598
3,0,UpVotes,334,0,103,82,85,11204,4751
3,0,UpVotes,334,3,103,442,85,13977,4751
0,0,UpVotes,334,2,103,798,85,15164,4751
0,0,UpVotes,334,8,103,4434,85,15664,4751
0,0,UpVotes,334,4,103,341,85,16375,4751
5,0,UpVotes,334,6,103,363,85,17189,4751
5,0,UpVotes,334,1,103,194,85,17243,4751
5,0,UpVotes,334,3,103,526,85,18131,4751
0,0,UpVotes,334,1,103,218,85,23615,4751
6,0,UpVotes,334,2,103,2003,85,27773,4751
7,0,UpVotes,334,2,103,86,85,31278,4751
0,0,UpVotes,334,3,103,131,85,44077,4751
0,0,UpVotes,334,0,103,90,85,63323,4751
0,0,UpVotes,334,1,103,140,85,64496,4751
4,0,UpVotes,833,6,46,2359,39,11256,4754
7,0,UpVotes,833,7,46,192,39,11259,4754
1,0,UpVotes,833,5,46,652,39,12177,4754
0,0,UpVotes,833,3,46,1105,39,12260,4754
0,0,UpVotes,833,16,46,3882,39,21103,4754
4,0,UpVotes,833,9,46,751,39,22422,4754
1,0,UpVotes,833,0,46,191,39,22564,4754
0,0,UpVotes,833,3,46,2794,39,24975,4754
2,0,UpVotes,833,5,46,626,39,26197,4754
5,0,UpVotes,833,9,46,2441,39,27067,4754
0,4,UpVotes,2052,3,505,896,159,12405,4812
0,4,UpVotes,2052,1,505,955,159,14922,4812
0,4,UpVotes,2052,1,505,221,159,25449,4812
0,4,UpVotes,2052,1,505,1429,159,28318,4812
2,4,UpVotes,2052,4,505,150,159,33513,4812
0,4,UpVotes,2052,7,505,98,159,35799,4812
4,4,UpVotes,2052,0,505,1831,159,41051,4812
3,1,UpVotes,637,9,146,1190,32,11413,4829
0,1,UpVotes,637,4,146,468,32,11498,4829
1,1,UpVotes,637,9,146,1928,32,12993,4829
1,1,UpVotes,637,2,146,622,32,12997,4829
3,1,UpVotes,637,2,146,467,32,13820,4829
0,1,UpVotes,637,1,146,173,32,16734,4829
0,1,UpVotes,637,6,146,609,32,28941,4829
4,1,UpVotes,637,4,146,561,32,31858,4829
0,1,UpVotes,637,2,146,76,32,31943,4829
0,1,UpVotes,637,3,146,161,32,32845,4829
0,1,UpVotes,637,3,146,216,32,32947,4829
1,1,UpVotes,637,5,146,79,32,38581,4829
3,1,UpVotes,637,3,146,458,32,41276,4829
0,1,UpVotes,637,2,146,49,32,46126,4829
0,1,UpVotes,637,2,146,349,32,49238,4829
0,1,UpVotes,637,2,146,874,32,52252,4829
0,1,UpVotes,637,1,146,166,32,56986,4829
6,1,UpVotes,637,1,146,104,32,60864,4829
6,1,UpVotes,637,3,146,128,32,62513,4829
0,1,UpVotes,637,1,146,121,32,63936,4829
9,1,UpVotes,637,6,146,386,32,63978,4829
3,1,UpVotes,637,2,146,23,32,71590,4829
0,1,UpVotes,637,3,146,26,32,108471,4829
0,1,UpVotes,637,1,146,19,32,108473,4829
4,412,UpVotes,17791,6,2122,619,5927,13054,4856
0,412,UpVotes,17791,2,2122,97,5927,14420,4856
0,412,UpVotes,17791,2,2122,275,5927,20631,4856
5,412,UpVotes,17791,3,2122,208,5927,21288,4856
2,412,UpVotes,17791,3,2122,240,5927,22819,4856
12,412,UpVotes,17791,16,2122,517,5927,24324,4856
2,412,UpVotes,17791,12,2122,266,5927,32030,4856
11,412,UpVotes,17791,7,2122,353,5927,47864,4856
8,412,UpVotes,17791,4,2122,130,5927,51950,4856
2,412,UpVotes,17791,8,2122,344,5927,63952,4856
5,3,UpVotes,3544,8,358,796,460,11807,4862
0,3,UpVotes,3544,9,358,461,460,37924,4862
5,3,UpVotes,3544,4,358,186,460,76772,4862
4,3,UpVotes,3544,0,358,48,460,78273,4862
1,3,UpVotes,3544,4,358,92,460,79102,4862
3,3,UpVotes,3544,3,358,238,460,90134,4862
0,3,UpVotes,3544,2,358,37,460,104649,4862
0,15,UpVotes,1183,5,157,1116,140,11544,4872
1,15,UpVotes,1183,3,157,200,140,13414,4872
9,15,UpVotes,1183,4,157,1706,140,14504,4872
7,15,UpVotes,1183,1,157,410,140,22027,4872
1,15,UpVotes,1183,4,157,333,140,22080,4872
8,15,UpVotes,1183,3,157,102,140,22091,4872
2,15,UpVotes,1183,14,157,661,140,23439,4872
1,15,UpVotes,1183,9,157,203,140,23484,4872
0,15,UpVotes,1183,4,157,166,140,23486,4872
2,15,UpVotes,1183,2,157,250,140,25952,4872
5,15,UpVotes,1183,4,157,439,140,29805,4872
0,15,UpVotes,1183,1,157,97,140,48910,4872
0,15,UpVotes,1183,2,157,73,140,56058,4872
0,6,UpVotes,328,2,73,299,36,22419,4908
0,6,UpVotes,328,4,73,106,36,22685,4908
1,6,UpVotes,328,2,73,545,36,25965,4908
3,6,UpVotes,328,4,73,213,36,25966,4908
2,6,UpVotes,328,0,73,326,36,27013,4908
2,6,UpVotes,328,0,73,593,36,27898,4908
2,6,UpVotes,328,0,73,103,36,29070,4908
4,6,UpVotes,328,21,73,1650,36,33796,4908
3,6,UpVotes,328,2,73,109,36,37395,4908
0,6,UpVotes,328,1,73,91,36,39139,4908
1,6,UpVotes,328,2,73,90,36,41268,4908
3,6,UpVotes,328,-1,73,158,36,47272,4908
0,6,UpVotes,328,4,73,409,36,47417,4908
1,6,UpVotes,328,-3,73,95,36,49023,4908
0,6,UpVotes,328,-1,73,109,36,49187,4908
0,6,UpVotes,328,1,73,24,36,55739,4908
1,6,UpVotes,328,6,73,262,36,59079,4908
0,6,UpVotes,328,5,73,1392,36,59085,4908
0,6,UpVotes,328,1,73,9,36,105739,4908
4,8,UpVotes,587,6,205,541,46,18876,4916
0,8,UpVotes,587,14,205,866,46,19102,4916
1,8,UpVotes,587,10,205,1770,46,19181,4916
0,8,UpVotes,587,1,205,86,46,19465,4916
1,8,UpVotes,587,6,205,1378,46,20622,4916
5,8,UpVotes,587,10,205,1411,46,28178,4916
0,8,UpVotes,587,1,205,245,46,28724,4916
4,8,UpVotes,587,2,205,457,46,29625,4916
0,8,UpVotes,587,0,205,247,46,29878,4916
2,8,UpVotes,587,1,205,63,46,90485,4916
1,0,UpVotes,308,4,73,365,11,13421,4925
1,0,UpVotes,308,1,73,757,11,15891,4925
8,0,UpVotes,464,3,428,875,90,11887,5003
4,0,UpVotes,464,1,428,323,90,11980,5003
6,0,UpVotes,464,13,428,8989,90,12053,5003
9,0,UpVotes,464,2,428,799,90,12067,5003
3,0,UpVotes,464,6,428,1252,90,12118,5003
1,0,UpVotes,464,0,428,542,90,15361,5003
6,0,UpVotes,464,0,428,2643,90,16032,5003
1,0,UpVotes,464,3,428,644,90,29253,5003
2,0,UpVotes,464,30,428,20374,90,29713,5003
6,0,UpVotes,464,2,428,305,90,45475,5003
3,0,UpVotes,464,2,428,239,90,46189,5003
0,0,UpVotes,464,2,428,270,90,66764,5003
0,0,UpVotes,464,0,428,40,90,97206,5003
3,0,UpVotes,464,2,428,134,90,107756,5003
2,0,UpVotes,583,4,57,709,286,14399,5191
1,0,UpVotes,583,3,57,994,286,20029,5191
2,0,UpVotes,583,5,57,473,286,25271,5191
3,0,UpVotes,583,3,57,114,286,26817,5191
0,0,UpVotes,583,2,57,256,286,27695,5191
3,0,UpVotes,583,1,57,2240,286,28094,5191
5,0,UpVotes,583,5,57,421,286,33981,5191
0,0,UpVotes,583,3,57,210,286,47945,5191
3,0,UpVotes,583,4,57,334,286,57887,5191
0,0,UpVotes,583,2,57,157,286,59209,5191
0,0,UpVotes,583,1,57,24,286,61931,5191
1,0,UpVotes,583,1,57,220,286,62553,5191
0,0,UpVotes,583,2,57,116,286,80117,5191
0,0,UpVotes,583,1,57,115,286,87031,5191
0,1,UpVotes,1621,12,174,360,249,15131,5256
0,1,UpVotes,1621,10,174,2545,249,17039,5256
3,1,UpVotes,1621,10,174,294,249,17413,5256
0,1,UpVotes,911,3,75,122,88,18754,5264
0,1,UpVotes,911,4,75,299,88,18803,5264
2,1,UpVotes,911,3,75,693,88,21919,5264
2,1,UpVotes,911,0,75,1286,88,22945,5264
2,1,UpVotes,911,0,75,364,88,24624,5264
11,1,UpVotes,911,6,75,201,88,24782,5264
0,1,UpVotes,911,2,75,302,88,25340,5264
2,1,UpVotes,911,3,75,412,88,27276,5264
1,1,UpVotes,911,3,75,695,88,30119,5264
5,1,UpVotes,911,12,75,804,88,33520,5264
4,1,UpVotes,911,4,75,497,88,37943,5264
0,1,UpVotes,911,3,75,403,88,38075,5264
2,1,UpVotes,911,4,75,2025,88,38439,5264
0,1,UpVotes,911,5,75,126,88,38884,5264
2,1,UpVotes,911,0,75,59,88,43815,5264
3,1,UpVotes,911,3,75,137,88,48483,5264
0,1,UpVotes,911,1,75,51,88,49134,5264
1,1,UpVotes,911,1,75,70,88,59515,5264
0,1,UpVotes,911,1,75,38,88,100115,5264
0,1,UpVotes,911,2,75,63,88,100952,5264
17,1,UpVotes,911,3,75,71,88,102628,5264
0,1,UpVotes,911,4,75,117,88,103409,5264
2,1,UpVotes,911,0,75,28,88,112723,5264
0,0,UpVotes,510,6,47,243,38,12787,5321
0,0,UpVotes,510,3,47,203,38,19456,5321
3,0,UpVotes,510,5,47,634,38,19593,5321
0,0,UpVotes,510,4,47,248,38,21574,5321
8,0,UpVotes,510,5,47,335,38,26107,5321
0,0,UpVotes,510,2,47,203,38,28885,5321
10,0,UpVotes,510,2,47,287,38,29582,5321
4,0,UpVotes,510,4,47,283,38,31961,5321
0,0,UpVotes,510,2,47,65,38,46000,5321
0,0,UpVotes,510,5,47,170,38,56938,5321
6,0,UpVotes,510,0,47,112,38,57620,5321
5,0,UpVotes,510,2,47,37,38,58334,5321
4,0,UpVotes,510,10,47,170,38,64432,5321
0,0,UpVotes,510,3,47,43,38,97765,5321
5,0,UpVotes,510,3,47,40,38,109743,5321
1,13,UpVotes,1863,1,224,170,238,29362,5339
6,13,UpVotes,1863,6,224,370,238,29669,5339
6,13,UpVotes,1863,3,224,159,238,33101,5339
0,13,UpVotes,1863,8,224,546,238,34165,5339
3,13,UpVotes,1863,6,224,281,238,34272,5339
2,13,UpVotes,1863,2,224,126,238,35061,5339
9,13,UpVotes,1863,5,224,208,238,35183,5339
0,13,UpVotes,1863,3,224,191,238,35487,5339
6,13,UpVotes,1863,7,224,160,238,39266,5339
3,13,UpVotes,1863,1,224,112,238,43096,5339
9,13,UpVotes,1863,16,224,293,238,44319,5339
2,13,UpVotes,1863,1,224,46,238,44471,5339
0,13,UpVotes,1863,1,224,122,238,46537,5339
4,13,UpVotes,1863,11,224,423,238,51198,5339
0,13,UpVotes,1863,6,224,233,238,59548,5339
0,13,UpVotes,1863,3,224,91,238,61325,5339
1,13,UpVotes,1863,1,224,126,238,65936,5339
0,13,UpVotes,1863,4,224,47,238,67355,5339
1,13,UpVotes,1863,3,224,85,238,68864,5339
1,13,UpVotes,1863,1,224,27,238,73413,5339
0,13,UpVotes,1863,8,224,186,238,74656,5339
0,13,UpVotes,1863,3,224,85,238,79262,5339
3,13,UpVotes,1863,2,224,83,238,81780,5339
0,13,UpVotes,1863,5,224,52,238,113513,5339
0,2,UpVotes,244,0,49,137,11,16719,5407
0,2,UpVotes,244,5,49,3366,11,16779,5407
2,2,UpVotes,244,2,49,356,11,16955,5407
0,2,UpVotes,244,2,49,451,11,29763,5407
3,2,UpVotes,244,1,49,497,11,45907,5407
3,2,UpVotes,244,1,49,108,11,55581,5407
0,2,UpVotes,244,0,49,274,11,55704,5407
7,2,UpVotes,244,1,49,170,11,55827,5407
0,2,UpVotes,244,3,49,258,11,56879,5407
0,2,UpVotes,244,1,49,67,11,67462,5407
0,0,UpVotes,134,0,54,346,45,47951,5419
5,0,UpVotes,134,0,54,89,45,51384,5419
6,0,UpVotes,134,0,54,95,45,93614,5419
0,0,UpVotes,134,0,54,19,45,94132,5419
9,0,UpVotes,134,0,54,29,45,95278,5419
0,0,UpVotes,134,0,54,19,45,97376,5419
0,0,UpVotes,134,1,54,287,45,102882,5419
4,0,UpVotes,134,0,54,43,45,103741,5419
2,0,UpVotes,134,-1,54,71,45,104274,5419
7,0,UpVotes,134,0,54,54,45,106327,5419
4,0,UpVotes,134,0,54,72,45,111445,5419
0,1,UpVotes,1855,0,406,586,294,13151,5429
0,1,UpVotes,1855,3,406,324,294,13935,5429
6,1,UpVotes,1855,9,406,2797,294,14140,5429
5,1,UpVotes,1855,1,406,337,294,14364,5429
0,1,UpVotes,1855,2,406,1206,294,15160,5429
2,1,UpVotes,1855,4,406,5250,294,17480,5429
4,1,UpVotes,1855,10,406,3521,294,18576,5429
5,1,UpVotes,1855,5,406,2413,294,21964,5429
4,1,UpVotes,1855,1,406,941,294,22494,5429
0,1,UpVotes,1855,7,406,1465,294,27830,5429
9,1,UpVotes,1855,10,406,697,294,29241,5429
2,1,UpVotes,1855,5,406,230,294,30126,5429
5,1,UpVotes,1855,18,406,1747,294,49052,5429
3,1,UpVotes,1855,0,406,1103,294,50929,5429
2,1,UpVotes,1855,4,406,133,294,69499,5429
0,1,UpVotes,1855,6,406,150,294,70693,5429
3,0,UpVotes,437,1,177,803,63,19350,5503
6,0,UpVotes,437,9,177,1857,63,32901,5503
7,0,UpVotes,437,3,177,95,63,43017,5503
2,0,UpVotes,437,3,177,283,63,58366,5503
1,7,UpVotes,1403,2,161,2220,323,13458,5509
2,7,UpVotes,1403,3,161,655,323,14444,5509
9,7,UpVotes,1403,0,161,129,323,14719,5509
2,7,UpVotes,1403,7,161,788,323,14721,5509
5,7,UpVotes,1403,2,161,164,323,15262,5509
1,7,UpVotes,1403,2,161,1670,323,15303,5509
8,7,UpVotes,1403,3,161,525,323,15730,5509
6,7,UpVotes,1403,2,161,2080,323,16178,5509
0,7,UpVotes,1403,2,161,224,323,22148,5509
1,7,UpVotes,1403,2,161,201,323,22842,5509
9,7,UpVotes,1403,-1,161,1475,323,22850,5509
0,7,UpVotes,1403,5,161,1325,323,29479,5509
0,7,UpVotes,1403,9,161,2833,323,29981,5509
5,7,UpVotes,1403,6,161,588,323,32040,5509
3,7,UpVotes,1403,4,161,989,323,38524,5509
5,7,UpVotes,1403,4,161,155,323,38591,5509
0,7,UpVotes,1403,5,161,252,323,38613,5509
2,7,UpVotes,1403,1,161,142,323,38904,5509
9,7,UpVotes,1403,0,161,243,323,40456,5509
1,7,UpVotes,1403,1,161,156,323,40506,5509
0,7,UpVotes,1403,5,161,880,323,40870,5509
1,7,UpVotes,1403,2,161,739,323,41074,5509
11,7,UpVotes,1403,3,161,982,323,48688,5509
0,7,UpVotes,1403,8,161,1167,323,48714,5509
11,7,UpVotes,1403,3,161,293,323,48739,5509
5,7,UpVotes,1403,0,161,1537,323,48766,5509
8,7,UpVotes,1403,6,161,364,323,61756,5509
0,7,UpVotes,1403,2,161,1363,323,62006,5509
0,7,UpVotes,1403,2,161,469,323,62460,5509
5,7,UpVotes,1403,4,161,72,323,65103,5509
2,7,UpVotes,1403,4,161,191,323,65385,5509
1,7,UpVotes,1403,2,161,230,323,65386,5509
0,7,UpVotes,1403,6,161,1022,323,65390,5509
5,7,UpVotes,1403,2,161,223,323,66378,5509
1,7,UpVotes,1403,1,161,141,323,67236,5509
0,7,UpVotes,1403,3,161,124,323,68277,5509
5,7,UpVotes,1403,6,161,943,323,70054,5509
0,7,UpVotes,1403,0,161,110,323,77316,5509
8,7,UpVotes,1403,4,161,121,323,78354,5509
0,7,UpVotes,1403,1,161,91,323,83865,5509
17,7,UpVotes,1403,4,161,134,323,90702,5509
0,7,UpVotes,1403,2,161,58,323,111559,5509
4,2,UpVotes,683,5,55,501,38,28383,5544
0,2,UpVotes,683,0,55,25,38,111852,5544
0,0,UpVotes,229,4,57,179,10,13756,5646
0,0,UpVotes,229,7,57,7295,10,13880,5646
6,0,UpVotes,229,2,57,3128,10,47594,5646
6,0,UpVotes,229,11,57,377,10,52773,5646
9,16,UpVotes,15236,13,705,1285,2252,20543,5739
2,16,UpVotes,15236,4,705,129,2252,67202,5739
0,16,UpVotes,15236,5,705,121,2252,67791,5739
0,16,UpVotes,15236,6,705,83,2252,88226,5739
10,16,UpVotes,15236,7,705,179,2252,88398,5739
0,0,UpVotes,452,1,152,100,58,19478,5795
0,0,UpVotes,452,1,152,111,58,19931,5795
7,0,UpVotes,452,5,152,417,58,20381,5795
2,0,UpVotes,452,23,152,3563,58,23142,5795
0,0,UpVotes,452,0,152,114,58,26175,5795
2,0,UpVotes,452,1,152,63,58,33412,5795
0,0,UpVotes,452,0,152,37,58,44685,5795
0,0,UpVotes,452,1,152,74,58,52079,5795
0,0,UpVotes,452,3,152,73,58,52670,5795
4,0,UpVotes,452,5,152,141,58,53333,5795
0,0,UpVotes,452,1,152,104,58,57811,5795
2,0,UpVotes,452,10,152,417,58,61332,5795
7,0,UpVotes,452,3,152,64,58,64044,5795
2,0,UpVotes,452,0,152,58,58,78438,5795
0,0,UpVotes,452,1,152,57,58,85879,5795
2,0,UpVotes,452,0,152,35,58,94432,5795
0,0,UpVotes,452,1,152,53,58,103968,5795
3,4,UpVotes,2452,5,242,149,199,72819,5829
1,4,UpVotes,2452,12,242,574,199,92097,5829
1,4,UpVotes,2452,7,242,109,199,112241,5829
0,18,UpVotes,11489,2,683,241,1319,14333,5836
6,18,UpVotes,11489,40,683,2146,1319,14999,5836
0,18,UpVotes,11489,1,683,198,1319,15000,5836
6,18,UpVotes,11489,2,683,117,1319,15001,5836
0,18,UpVotes,11489,2,683,397,1319,15489,5836
0,18,UpVotes,11489,14,683,3130,1319,16889,5836
7,18,UpVotes,11489,3,683,3199,1319,17258,5836
2,18,UpVotes,11489,9,683,226,1319,17603,5836
8,18,UpVotes,11489,11,683,162,1319,17850,5836
1,18,UpVotes,11489,14,683,2096,1319,20520,5836
5,18,UpVotes,11489,6,683,110,1319,20708,5836
2,18,UpVotes,11489,7,683,2328,1319,23090,5836
7,18,UpVotes,11489,3,683,378,1319,24903,5836
6,18,UpVotes,11489,4,683,82,1319,25814,5836
3,18,UpVotes,11489,3,683,185,1319,26164,5836
0,18,UpVotes,11489,4,683,3288,1319,26346,5836
4,18,UpVotes,11489,2,683,559,1319,27325,5836
2,18,UpVotes,11489,8,683,302,1319,27586,5836
0,18,UpVotes,11489,3,683,1785,1319,27869,5836
0,18,UpVotes,11489,4,683,458,1319,30496,5836
3,18,UpVotes,11489,6,683,350,1319,32519,5836
5,18,UpVotes,11489,7,683,553,1319,33664,5836
9,18,UpVotes,11489,4,683,192,1319,34414,5836
5,18,UpVotes,11489,5,683,565,1319,34610,5836
3,18,UpVotes,11489,14,683,344,1319,35414,5836
7,18,UpVotes,11489,3,683,652,1319,35905,5836
0,18,UpVotes,11489,10,683,515,1319,36345,5836
3,18,UpVotes,11489,8,683,1628,1319,37732,5836
0,18,UpVotes,11489,16,683,1735,1319,38370,5836
6,18,UpVotes,11489,12,683,542,1319,38616,5836
3,18,UpVotes,11489,3,683,963,1319,46964,5836
6,18,UpVotes,11489,6,683,328,1319,47676,5836
4,18,UpVotes,11489,3,683,206,1319,48367,5836
0,18,UpVotes,11489,1,683,26,1319,66405,5836
6,18,UpVotes,11489,15,683,366,1319,74776,5836
0,18,UpVotes,11489,1,683,43,1319,79129,5836
2,18,UpVotes,11489,4,683,64,1319,101178,5836
0,18,UpVotes,11489,1,683,36,1319,105633,5836
0,18,UpVotes,11489,1,683,27,1319,105732,5836
4,0,UpVotes,603,11,67,466,98,17293,5880
1,0,UpVotes,603,3,67,390,98,79138,5880
4,1,UpVotes,1200,3,53,356,94,44262,6000
0,1,UpVotes,1200,2,53,71,94,44673,6000
0,1,UpVotes,1200,8,53,371,94,47516,6000
2,1,UpVotes,1200,1,53,41,94,71493,6000
0,1,UpVotes,1200,0,53,41,94,79987,6000
0,1,UpVotes,1200,3,53,76,94,80112,6000
1,0,UpVotes,425,2,72,835,23,18533,6015
2,0,UpVotes,425,1,72,64,23,19928,6015
0,0,UpVotes,425,0,72,91,23,22972,6015
0,0,UpVotes,425,16,72,14092,23,22988,6015
0,0,UpVotes,425,1,72,149,23,23618,6015
4,0,UpVotes,425,1,72,150,23,24369,6015
0,0,UpVotes,425,5,72,486,23,31077,6015
1,0,UpVotes,425,6,72,780,23,47929,6015
0,0,UpVotes,425,4,72,91,23,81112,6015
5,0,UpVotes,425,3,72,637,23,83012,6015
2,0,UpVotes,425,1,72,61,23,85976,6015
3,0,UpVotes,425,4,72,173,23,86835,6015
0,0,UpVotes,425,4,72,46,23,90104,6015
0,0,UpVotes,425,0,72,23,23,90327,6015
0,0,UpVotes,425,0,72,22,23,113152,6015
2,3,UpVotes,1815,20,106,7663,265,15011,6082
2,3,UpVotes,1815,2,106,160,265,15838,6082
0,3,UpVotes,1815,10,106,1358,265,15900,6082
0,3,UpVotes,1815,5,106,1221,265,16946,6082
4,3,UpVotes,1815,22,106,3823,265,17109,6082
1,3,UpVotes,1815,3,106,459,265,19864,6082
3,3,UpVotes,1815,6,106,5350,265,22346,6082
0,3,UpVotes,1815,4,106,268,265,33326,6082
1,3,UpVotes,1815,4,106,84,265,43755,6082
3,2,UpVotes,719,4,113,2628,321,15021,6096
3,2,UpVotes,719,0,113,465,321,15113,6096
3,2,UpVotes,719,6,113,2163,321,15157,6096
3,2,UpVotes,719,3,113,712,321,15168,6096
0,2,UpVotes,719,1,113,1355,321,15228,6096
4,2,UpVotes,719,0,113,81,321,15283,6096
3,2,UpVotes,719,2,113,1203,321,15413,6096
2,2,UpVotes,719,2,113,1043,321,15463,6096
0,2,UpVotes,719,2,113,137,321,15541,6096
1,2,UpVotes,719,4,113,1780,321,15581,6096
6,2,UpVotes,719,2,113,782,321,15584,6096
4,2,UpVotes,719,-1,113,621,321,15593,6096
4,2,UpVotes,719,0,113,676,321,15598,6096
4,2,UpVotes,719,0,113,120,321,15626,6096
6,2,UpVotes,719,3,113,1175,321,15649,6096
4,2,UpVotes,719,-1,113,156,321,15662,6096
0,2,UpVotes,719,1,113,1878,321,15707,6096
3,2,UpVotes,719,3,113,234,321,15739,6096
0,2,UpVotes,719,1,113,73,321,15740,6096
0,2,UpVotes,719,3,113,10520,321,15749,6096
5,2,UpVotes,719,2,113,558,321,15794,6096
3,2,UpVotes,719,2,113,9195,321,15842,6096
0,2,UpVotes,719,5,113,14423,321,15981,6096
2,2,UpVotes,719,4,113,648,321,15984,6096
0,2,UpVotes,719,3,113,4798,321,16095,6096
0,2,UpVotes,719,4,113,310,321,16235,6096
